order_number,order_date,ship_date,customer_id,sales_channel,currency_code,warehouse_code,region_id,product_id,order_quantity,unit_price,total_unit_cost,total_revenue
SO - 0001460,4/21/2023,7/5/2023,31,Trade Supply,USD,YUI625,37,11,11,2525.9,1843.907,27784.9
SO - 0002101,4/21/2023,4/28/2023,5,Trade Supply,AUD,YUI625,25,1,7,1313.2,617.204,9192.4
SO - 0004505,4/21/2023,4/25/2023,49,Logistics Partner,NZD,YUI625,13,7,7,3865.9,2319.54,27061.3
SO - 0005683,4/21/2023,4/5/2023,45,Trade Supply,NZD,YUI625,42,1,7,3939.6,3151.68,27577.2
SO - 0006532,4/21/2023,4/26/2023,32,Global Sales,NZD,YUI625,41,7,10,1782.2,1301.006,17822.0
SO - 0007143,4/21/2023,8/5/2023,49,Trade Supply,EUR,YUI625,78,6,10,1025.1,645.813,10251.0
SO - 0007946,4/21/2023,4/30/2023,27,Logistics Partner,USD,YUI625,87,1,8,1286.4,990.528,10291.2
SO - 000330,4/22/2023,5/5/2023,49,Logistics Partner,NZD,YUI625,42,1,8,1065.3,468.732,8522.4
SO - 0004944,4/22/2023,6/5/2023,30,Logistics Partner,NZD,YUI625,98,11,5,187.6,153.832,938.0
SO - 0005288,4/22/2023,4/30/2023,17,Logistics Partner,AUD,YUI625,58,5,7,1708.5,1418.055,11959.5
SO - 0005959,4/22/2023,8/5/2023,49,Trade Supply,NZD,YUI625,18,2,11,1112.2,567.222,12234.2
SO - 000533,4/23/2023,8/5/2023,12,Trade Supply,USD,YUI625,61,2,6,6465.5,3879.3,38793.0
SO - 000993,4/23/2023,4/28/2023,22,Trade Supply,NZD,YUI625,26,5,9,247.9,185.925,2231.1
SO - 0004263,4/23/2023,7/5/2023,26,Trade Supply,AUD,YUI625,44,4,7,6411.9,2564.76,44883.3
SO - 0004440,4/23/2023,5/5/2023,3,Logistics Partner,NZD,YUI625,72,10,12,1708.5,1161.78,20502.0
SO - 0006123,4/23/2023,5/5/2023,46,Logistics Partner,AUD,YUI625,86,2,9,2733.6,1503.48,24602.4
SO - 0007735,4/23/2023,4/27/2023,6,Trade Supply,NZD,YUI625,21,11,11,938.0,656.6,10318.0
SO - 000214,4/24/2023,4/30/2023,25,Trade Supply,NZD,YUI625,81,8,6,3932.9,1691.147,23597.4
SO - 0003292,4/24/2023,3/5/2023,19,Trade Supply,USD,YUI625,24,13,6,2680.0,1152.4,16080.0
SO - 0003931,4/24/2023,1/5/2023,18,Logistics Partner,USD,YUI625,69,7,7,1916.2,1015.586,13413.4
SO - 0004489,4/24/2023,12/5/2023,13,Trade Supply,NZD,YUI625,78,5,8,2405.3,1635.604,19242.4
SO - 0005788,4/24/2023,4/29/2023,43,Logistics Partner,USD,YUI625,13,1,11,2606.3,1068.583,28669.3
SO - 0005845,4/24/2023,5/5/2023,10,Trade Supply,NZD,YUI625,44,1,11,2412.0,1688.4,26532.0
SO - 0008007,4/24/2023,11/5/2023,38,Trade Supply,NZD,YUI625,84,7,9,3953.0,2688.04,35577.0
SO - 000173,4/25/2023,11/5/2023,17,Logistics Partner,GBP,YUI625,36,7,6,2485.7,1317.421,14914.2
SO - 000401,4/25/2023,7/5/2023,38,Trade Supply,NZD,YUI625,53,2,7,1038.5,830.8,7269.5
SO - 0002015,4/25/2023,9/5/2023,39,Trade Supply,AUD,YUI625,2,7,7,1112.2,678.442,7785.4
SO - 0003171,4/25/2023,2/5/2023,1,Logistics Partner,USD,YUI625,97,5,11,3966.4,2816.144,43630.4
SO - 0003659,4/25/2023,6/5/2023,32,Trade Supply,GBP,YUI625,51,5,8,3839.1,2073.114,30712.8
SO - 0003933,4/25/2023,1/5/2023,21,Global Sales,NZD,YUI625,67,1,9,6277.9,2636.718,56501.1
SO - 0004125,4/25/2023,5/13/2023,41,Trade Supply,AUD,YUI625,6,2,10,2224.4,1846.252,22244.0
SO - 0005044,4/25/2023,4/28/2023,16,Trade Supply,USD,YUI625,73,11,6,1139.0,717.57,6834.0
SO - 0005129,4/25/2023,5/5/2023,47,Global Sales,NZD,YUI625,88,7,8,6318.1,4738.575,50544.8
SO - 0005972,4/25/2023,8/5/2023,31,Trade Supply,EUR,YUI625,91,11,6,3035.1,1699.656,18210.6
SO - 0004148,4/26/2023,8/5/2023,14,Trade Supply,USD,YUI625,54,2,10,5092.0,2393.24,50920.0
SO - 0004174,4/26/2023,2/5/2023,9,Trade Supply,NZD,YUI625,97,5,10,2378.5,1879.015,23785.0
SO - 0006260,4/26/2023,11/5/2023,2,Trade Supply,NZD,YUI625,43,1,12,261.3,193.362,3135.6
SO - 0004428,4/27/2023,7/5/2023,15,Trade Supply,NZD,YUI625,70,7,9,1051.9,694.254,9467.1
SO - 0004616,4/27/2023,5/15/2023,38,Logistics Partner,AUD,YUI625,17,1,6,1092.1,469.603,6552.6
SO - 0004633,4/27/2023,5/14/2023,46,Trade Supply,NZD,YUI625,32,5,9,1092.1,611.576,9828.9
SO - 0004744,4/27/2023,6/5/2023,43,Logistics Partner,NZD,YUI625,86,2,8,2934.6,1496.646,23476.8
SO - 0005100,4/27/2023,1/5/2023,11,Trade Supply,USD,YUI625,20,11,9,1092.1,567.892,9828.9
SO - 0005105,4/27/2023,9/5/2023,4,Trade Supply,NZD,YUI625,53,8,7,3986.5,1634.465,27905.5
SO - 0007743,4/27/2023,10/5/2023,7,Trade Supply,USD,YUI625,91,12,8,2398.6,1151.328,19188.8
SO - 0004299,4/28/2023,4/5/2023,43,Trade Supply,USD,YUI625,36,11,8,1078.7,733.516,8629.6
SO - 0006162,4/28/2023,12/5/2023,43,Trade Supply,NZD,YUI625,20,9,10,3966.4,2895.472,39664.0
SO - 0001285,4/29/2023,5/13/2023,13,Logistics Partner,NZD,YUI625,33,2,11,3999.9,2559.936,43998.9
SO - 0002051,4/29/2023,11/5/2023,40,Trade Supply,NZD,YUI625,39,7,5,1072.0,846.88,5360.0
SO - 0002285,4/29/2023,6/5/2023,29,Logistics Partner,AUD,YUI625,51,2,6,3932.9,1573.16,23597.4
SO - 0003838,4/29/2023,3/5/2023,13,Trade Supply,EUR,YUI625,22,1,7,221.1,154.77,1547.7
SO - 0004167,4/29/2023,4/5/2023,18,Trade Supply,NZD,YUI625,3,2,7,1286.4,951.936,9004.8
SO - 0004970,4/29/2023,4/5/2023,3,Trade Supply,NZD,YUI625,21,1,9,268.0,123.28,2412.0
SO - 0006686,4/29/2023,5/5/2023,9,Logistics Partner,NZD,YUI625,54,1,11,1822.4,1221.008,20046.4
SO - 0007719,4/29/2023,10/5/2023,22,Trade Supply,AUD,YUI625,96,7,8,1011.7,424.914,8093.6
SO - 0002107,4/30/2023,5/18/2023,31,Logistics Partner,AUD,YUI625,65,5,12,1882.7,1355.544,22592.4
SO - 0004128,4/30/2023,10/5/2023,10,Trade Supply,AUD,YUI625,13,2,8,1078.7,560.924,8629.6
SO - 0004325,4/30/2023,5/5/2023,40,Trade Supply,USD,YUI625,71,2,10,1045.2,668.928,10452.0
SO - 0005468,4/30/2023,5/5/2023,47,Logistics Partner,USD,YUI625,87,5,7,1125.6,495.264,7879.2
SO - 0005679,4/30/2023,3/5/2023,43,Trade Supply,USD,YUI625,84,1,10,1118.9,783.23,11189.0
SO - 0005777,4/30/2023,5/16/2023,8,Trade Supply,NZD,YUI625,99,5,10,1078.7,539.35,10787.0
SO - 0008078,4/30/2023,5/14/2023,12,Logistics Partner,NZD,YUI625,9,7,7,5855.8,2576.552,40990.6
SO - 000114,1/5/2023,8/5/2023,17,Global Sales,USD,YUI625,11,7,9,254.6,216.41,2291.4
SO - 000261,1/5/2023,5/16/2023,12,Logistics Partner,NZD,YUI625,24,6,12,2693.4,1939.248,32320.8
SO - 0001074,1/5/2023,4/5/2023,14,Global Sales,USD,YUI625,71,2,10,174.2,116.714,1742.0
SO - 0001273,1/5/2023,11/5/2023,25,Logistics Partner,GBP,YUI625,46,5,7,3939.6,2166.78,27577.2
SO - 0001917,1/5/2023,6/5/2023,12,Logistics Partner,NZD,YUI625,64,12,6,2653.2,1061.28,15919.2
SO - 0002135,1/5/2023,5/5/2023,6,Trade Supply,GBP,YUI625,1,2,7,2385.2,1454.972,16696.4
SO - 0004828,1/5/2023,5/15/2023,29,Global Sales,USD,YUI625,58,8,6,5681.6,3238.512,34089.6
SO - 000534,2/5/2023,5/18/2023,30,Trade Supply,AUD,YUI625,53,6,11,241.2,101.304,2653.2
SO - 000645,2/5/2023,11/5/2023,13,Logistics Partner,AUD,YUI625,62,7,5,1025.1,809.829,5125.5
SO - 0001142,2/5/2023,8/5/2023,17,Trade Supply,GBP,YUI625,71,7,7,3028.4,1756.472,21198.8
SO - 0002019,2/5/2023,7/5/2023,13,Logistics Partner,USD,YUI625,75,4,12,234.5,105.525,2814.0
SO - 0002983,2/5/2023,8/5/2023,50,Trade Supply,USD,YUI625,40,2,5,227.8,164.016,1139.0
SO - 0003689,2/5/2023,5/16/2023,42,Trade Supply,GBP,YUI625,8,10,5,2438.8,1926.652,12194.0
SO - 0003902,2/5/2023,5/13/2023,8,Global Sales,USD,YUI625,36,7,8,1916.2,1379.664,15329.6
SO - 0004315,2/5/2023,8/5/2023,23,Global Sales,AUD,YUI625,2,11,8,5440.4,4406.724,43523.2
SO - 0004375,2/5/2023,5/19/2023,33,Logistics Partner,EUR,YUI625,26,2,8,1768.8,990.528,14150.4
SO - 0007344,2/5/2023,5/14/2023,20,Trade Supply,NZD,YUI625,77,9,12,1038.5,508.865,12462.0
SO - 0007755,2/5/2023,5/19/2023,50,Trade Supply,NZD,YUI625,73,5,12,723.6,376.272,8683.2
SO - 0007830,2/5/2023,10/5/2023,14,Global Sales,AUD,YUI625,83,11,12,6458.8,3164.812,77505.6
SO - 0008079,2/5/2023,5/20/2023,21,Trade Supply,NZD,YUI625,33,11,8,3852.5,1618.05,30820.0
SO - 0001008,3/5/2023,5/20/2023,23,Logistics Partner,USD,YUI625,34,11,12,891.1,490.105,10693.2
SO - 0001392,3/5/2023,12/5/2023,49,Global Sales,GBP,YUI625,97,3,9,2505.8,1303.016,22552.2
SO - 0001548,3/5/2023,5/14/2023,44,Global Sales,NZD,YUI625,54,5,6,2257.9,1128.95,13547.4
SO - 0003569,3/5/2023,5/20/2023,43,Trade Supply,USD,YUI625,8,5,12,5956.3,4228.973,71475.6
SO - 0004723,3/5/2023,5/13/2023,3,Logistics Partner,NZD,YUI625,68,2,8,2358.4,1132.032,18867.2
SO - 0005955,3/5/2023,6/5/2023,22,Trade Supply,EUR,YUI625,44,2,8,268.0,147.4,2144.0
SO - 0006498,3/5/2023,10/5/2023,10,Trade Supply,NZD,YUI625,96,2,6,1065.3,745.71,6391.8
SO - 000337,4/5/2023,5/20/2023,26,Trade Supply,NZD,YUI625,67,13,6,3008.3,2226.142,18049.8
SO - 000601,4/5/2023,5/15/2023,46,Logistics Partner,NZD,YUI625,61,5,7,3202.6,2177.768,22418.2
SO - 0001303,4/5/2023,5/22/2023,13,Trade Supply,USD,YUI625,72,5,10,3249.5,2697.085,32495.0
SO - 0003248,4/5/2023,5/18/2023,28,Trade Supply,GBP,YUI625,8,1,9,6137.2,2823.112,55234.8
SO - 0004157,4/5/2023,7/5/2023,46,Trade Supply,USD,YUI625,67,9,11,3986.5,2591.225,43851.5
SO - 0006134,4/5/2023,5/19/2023,40,Logistics Partner,NZD,YUI625,77,3,11,3557.7,1707.696,39134.7
SO - 0006546,4/5/2023,5/15/2023,7,Trade Supply,EUR,YUI625,1,13,9,2438.8,975.52,21949.2
SO - 0006585,4/5/2023,12/5/2023,45,Trade Supply,NZD,YUI625,12,7,12,2606.3,2215.355,31275.6
SO - 0006592,4/5/2023,11/5/2023,5,Trade Supply,USD,YUI625,100,6,5,1922.9,1211.427,9614.5
SO - 000647,5/5/2023,5/19/2023,34,Trade Supply,USD,YUI625,71,1,8,3738.6,2056.23,29908.8
SO - 0001977,5/5/2023,5/14/2023,6,Logistics Partner,AUD,YUI625,70,7,5,6371.7,4587.624,31858.5
SO - 0003468,5/5/2023,9/5/2023,10,Trade Supply,AUD,YUI625,78,7,9,247.9,198.32,2231.1
SO - 0004883,5/5/2023,5/19/2023,7,Trade Supply,USD,YUI625,12,2,9,3932.9,2713.701,35396.1
SO - 0006500,5/5/2023,5/19/2023,49,Logistics Partner,NZD,YUI625,33,2,8,3591.2,2082.896,28729.6
SO - 000747,6/5/2023,12/5/2023,36,Logistics Partner,EUR,YUI625,15,1,9,2425.4,2013.082,21828.6
SO - 0002292,6/5/2023,5/21/2023,25,Logistics Partner,USD,YUI625,74,13,6,3979.8,2785.86,23878.8
SO - 0002424,6/5/2023,5/14/2023,15,Trade Supply,USD,YUI625,51,11,11,2257.9,1670.846,24836.9
SO - 0003458,6/5/2023,5/18/2023,17,Trade Supply,NZD,YUI625,50,11,6,877.7,623.167,5266.2
SO - 0005078,6/5/2023,5/21/2023,2,Trade Supply,NZD,YUI625,82,2,5,3859.2,2662.848,19296.0
SO - 0005941,6/5/2023,9/5/2023,17,Trade Supply,USD,YUI625,48,8,8,1943.0,952.07,15544.0
SO - 0006078,6/5/2023,12/5/2023,25,Trade Supply,USD,YUI625,38,9,8,3932.9,2831.688,31463.2
SO - 0006097,6/5/2023,5/16/2023,27,Trade Supply,USD,YUI625,96,1,8,2010.0,1386.9,16080.0
SO - 0003388,7/5/2023,5/16/2023,47,Global Sales,NZD,YUI625,55,2,11,268.0,163.48,2948.0
SO - 0005665,7/5/2023,11/5/2023,47,Trade Supply,USD,YUI625,21,7,11,1963.1,1531.218,21594.1
SO - 0005699,7/5/2023,5/13/2023,18,Trade Supply,NZD,YUI625,57,9,10,6371.7,2803.548,63717.0
SO - 0006029,7/5/2023,5/22/2023,50,Global Sales,NZD,YUI625,43,9,7,201.0,84.42,1407.0
SO - 0006285,7/5/2023,5/22/2023,12,Global Sales,USD,YUI625,21,1,6,3953.0,1620.73,23718.0
SO - 0007269,7/5/2023,5/25/2023,46,Trade Supply,USD,YUI625,23,7,9,6204.2,4280.898,55837.8
SO - 000415,8/5/2023,12/5/2023,8,Trade Supply,NZD,YUI625,82,12,12,3865.9,2822.107,46390.8
SO - 000680,8/5/2023,12/5/2023,22,Trade Supply,USD,YUI625,7,1,8,1681.7,1227.641,13453.6
SO - 0002298,8/5/2023,5/13/2023,13,Trade Supply,USD,YUI625,44,9,7,3075.3,2583.252,21527.1
SO - 0002380,8/5/2023,11/5/2023,17,Trade Supply,USD,YUI625,36,8,7,964.8,820.08,6753.6
SO - 0003474,8/5/2023,5/22/2023,18,Logistics Partner,AUD,YUI625,16,9,7,1031.8,804.804,7222.6
SO - 0004992,8/5/2023,5/14/2023,9,Trade Supply,EUR,YUI625,3,11,8,3276.3,2588.277,26210.4
SO - 0006475,8/5/2023,5/14/2023,45,Logistics Partner,USD,YUI625,80,11,7,1259.6,617.204,8817.2
SO - 0007380,8/5/2023,5/23/2023,39,Trade Supply,AUD,YUI625,78,7,10,1112.2,600.588,11122.0
SO - 0007951,8/5/2023,5/23/2023,3,Logistics Partner,USD,YUI625,68,7,7,167.5,135.675,1172.5
SO - 0004751,9/5/2023,5/17/2023,32,Logistics Partner,AUD,YUI625,43,5,9,1172.5,515.9,10552.5
SO - 0005448,9/5/2023,5/24/2023,10,Logistics Partner,USD,YUI625,6,7,9,2351.7,1552.122,21165.3
SO - 0005460,9/5/2023,5/17/2023,2,Trade Supply,USD,YUI625,99,2,9,1286.4,771.84,11577.6
SO - 0005507,9/5/2023,5/21/2023,19,Global Sales,GBP,YUI625,42,14,8,1259.6,705.376,10076.8
SO - 0007664,9/5/2023,5/14/2023,32,Trade Supply,NZD,YUI625,41,10,9,904.5,361.8,8140.5
SO - 000148,10/5/2023,5/23/2023,49,Trade Supply,NZD,YUI625,77,2,10,6452.1,5161.68,64521.0
SO - 000464,10/5/2023,5/14/2023,22,Trade Supply,USD,YUI625,9,7,5,3839.1,1689.204,19195.5
SO - 0001567,10/5/2023,5/24/2023,3,Logistics Partner,NZD,YUI625,60,5,5,683.4,457.878,3417.0
SO - 0004241,10/5/2023,5/19/2023,36,Logistics Partner,USD,YUI625,61,2,7,1018.4,427.728,7128.8
SO - 0006184,10/5/2023,5/24/2023,1,Logistics Partner,AUD,YUI625,14,2,6,268.0,171.52,1608.0
SO - 0006258,10/5/2023,5/24/2023,1,Logistics Partner,USD,YUI625,32,1,11,3946.3,1657.446,43409.3
SO - 0007701,10/5/2023,5/22/2023,46,Trade Supply,USD,YUI625,10,14,8,3055.2,1894.224,24441.6
SO - 0003180,11/5/2023,5/18/2023,5,Global Sales,USD,YUI625,74,2,5,2673.3,2031.708,13366.5
SO - 0005539,11/5/2023,5/18/2023,19,Trade Supply,NZD,YUI625,7,2,9,830.8,689.564,7477.2
SO - 0006087,11/5/2023,5/18/2023,16,Trade Supply,USD,YUI625,81,1,5,4020.0,2170.8,20100.0
SO - 0006554,11/5/2023,5/29/2023,16,Trade Supply,NZD,YUI625,12,6,5,2224.4,1267.908,11122.0
SO - 0006597,11/5/2023,5/15/2023,19,Global Sales,NZD,YUI625,53,8,5,1922.9,1538.32,9614.5
SO - 000405,12/5/2023,5/17/2023,21,Trade Supply,USD,YUI625,48,8,6,3986.5,2670.955,23919.0
SO - 000973,12/5/2023,5/19/2023,6,Logistics Partner,NZD,YUI625,57,13,8,1219.4,609.7,9755.2
SO - 0001680,12/5/2023,5/30/2023,15,Trade Supply,NZD,YUI625,14,1,5,1795.6,1256.92,8978.0
SO - 0002130,12/5/2023,5/26/2023,7,Global Sales,USD,YUI625,80,3,6,174.2,78.39,1045.2
SO - 0003256,12/5/2023,5/28/2023,16,Global Sales,AUD,YUI625,90,9,8,3932.9,3106.991,31463.2
SO - 0003586,12/5/2023,5/21/2023,2,Global Sales,USD,YUI625,80,2,10,3832.4,1571.284,38324.0
SO - 0005117,12/5/2023,5/18/2023,5,Trade Supply,EUR,YUI625,15,5,12,1701.8,1021.08,20421.6
SO - 0005533,12/5/2023,5/20/2023,38,Logistics Partner,NZD,YUI625,92,10,6,3959.7,2930.178,23758.2
SO - 0007608,12/5/2023,5/29/2023,11,Logistics Partner,NZD,YUI625,33,14,10,1983.2,1606.392,19832.0
SO - 0002269,5/13/2023,5/25/2023,24,Trade Supply,USD,YUI625,38,9,8,5299.7,2596.853,42397.6
SO - 0002559,5/13/2023,5/19/2023,17,Trade Supply,NZD,YUI625,8,2,7,227.8,170.85,1594.6
SO - 0003912,5/13/2023,5/31/2023,49,Trade Supply,EUR,YUI625,41,9,9,3376.8,2026.08,30391.2
SO - 0006646,5/13/2023,5/19/2023,47,Trade Supply,GBP,YUI625,26,5,11,1849.2,906.108,20341.2
SO - 0006951,5/13/2023,5/19/2023,45,Logistics Partner,USD,YUI625,63,1,5,1782.2,712.88,8911.0
SO - 0007285,5/13/2023,5/25/2023,31,Logistics Partner,USD,YUI625,51,7,7,1172.5,949.725,8207.5
SO - 0007682,5/13/2023,5/22/2023,39,Logistics Partner,NZD,YUI625,85,10,10,1849.2,887.616,18492.0
SO - 0008085,5/13/2023,5/20/2023,19,Logistics Partner,NZD,YUI625,2,1,5,850.9,519.049,4254.5
SO - 000362,5/14/2023,5/31/2023,21,Trade Supply,NZD,YUI625,34,13,10,1031.8,773.85,10318.0
SO - 0002833,5/14/2023,5/17/2023,7,Global Sales,NZD,YUI625,61,7,11,1112.2,511.612,12234.2
SO - 0004203,5/14/2023,5/18/2023,34,Global Sales,NZD,YUI625,1,1,8,1125.6,551.544,9004.8
SO - 0004321,5/14/2023,5/18/2023,10,Global Sales,EUR,YUI625,38,3,12,877.7,526.62,10532.4
SO - 0004330,5/14/2023,5/23/2023,20,Trade Supply,NZD,YUI625,5,11,5,5594.5,3916.15,27972.5
SO - 0004400,5/14/2023,5/27/2023,28,Trade Supply,NZD,YUI625,39,11,7,2552.7,1506.093,17868.9
SO - 0005882,5/14/2023,5/24/2023,32,Trade Supply,USD,YUI625,23,13,8,6344.9,3743.491,50759.2
SO - 0006370,5/14/2023,5/22/2023,29,Logistics Partner,EUR,YUI625,35,8,7,1695.1,1101.815,11865.7
SO - 000538,5/15/2023,5/27/2023,15,Global Sales,AUD,YUI625,53,1,5,241.2,185.724,1206.0
SO - 0001908,5/15/2023,5/30/2023,44,Logistics Partner,EUR,YUI625,8,1,10,670.0,321.6,6700.0
SO - 0003925,5/15/2023,5/18/2023,7,Logistics Partner,USD,YUI625,8,5,6,1929.6,1041.984,11577.6
SO - 0004401,5/15/2023,5/29/2023,24,Trade Supply,EUR,YUI625,27,1,9,1025.1,512.55,9225.9
SO - 0006492,5/15/2023,1/6/2023,42,Logistics Partner,NZD,YUI625,55,1,11,201.0,150.75,2211.0
SO - 000408,5/16/2023,3/6/2023,22,Logistics Partner,NZD,YUI625,89,5,6,5051.8,2930.044,30310.8
SO - 0001071,5/16/2023,1/6/2023,3,Global Sales,USD,YUI625,26,14,10,1112.2,500.49,11122.0
SO - 0002139,5/16/2023,5/25/2023,34,Global Sales,NZD,YUI625,14,11,10,6177.4,2779.83,61774.0
SO - 0003977,5/16/2023,3/6/2023,10,Global Sales,NZD,YUI625,93,8,8,1031.8,784.168,8254.4
SO - 0004525,5/16/2023,1/6/2023,14,Logistics Partner,NZD,YUI625,95,1,5,1105.5,818.07,5527.5
SO - 0007791,5/16/2023,5/19/2023,48,Logistics Partner,NZD,YUI625,71,5,5,1165.8,629.532,5829.0
SO - 000556,5/17/2023,5/25/2023,4,Trade Supply,NZD,YUI625,21,5,12,5071.9,2535.95,60862.8
SO - 0003062,5/17/2023,5/27/2023,28,Trade Supply,NZD,YUI625,79,2,10,2291.4,1856.034,22914.0
SO - 0003570,5/17/2023,5/28/2023,34,Trade Supply,USD,YUI625,49,6,5,1072.0,686.08,5360.0
SO - 0004735,5/17/2023,3/6/2023,29,Global Sales,USD,YUI625,1,3,9,850.9,485.013,7658.1
SO - 0005268,5/17/2023,4/6/2023,3,Trade Supply,USD,YUI625,76,7,10,1025.1,563.805,10251.0
SO - 0006048,5/17/2023,1/6/2023,20,Logistics Partner,USD,YUI625,3,1,12,3825.7,3175.331,45908.4
SO - 0006579,5/17/2023,5/26/2023,30,Global Sales,USD,YUI625,33,7,11,2278.0,1047.88,25058.0
SO - 0007236,5/17/2023,5/22/2023,23,Logistics Partner,NZD,YUI625,3,1,10,998.3,808.623,9983.0
SO - 0007383,5/17/2023,5/25/2023,17,Trade Supply,USD,YUI625,24,1,10,3852.5,2234.45,38525.0
SO - 0001143,5/18/2023,5/29/2023,22,Logistics Partner,AUD,YUI625,14,1,11,3892.7,2296.693,42819.7
SO - 0002502,5/18/2023,5/26/2023,42,Logistics Partner,AUD,YUI625,57,7,9,6432.0,2637.12,57888.0
SO - 0003222,5/18/2023,5/23/2023,6,Trade Supply,NZD,YUI625,84,5,5,2345.0,1031.8,11725.0
SO - 0003581,5/18/2023,5/29/2023,20,Global Sales,USD,YUI625,56,1,9,167.5,128.975,1507.5
SO - 0004110,5/18/2023,5/22/2023,9,Logistics Partner,AUD,YUI625,22,13,7,3892.7,2063.131,27248.9
SO - 0004596,5/18/2023,5/27/2023,32,Logistics Partner,USD,YUI625,50,7,5,1078.7,690.368,5393.5
SO - 0006286,5/18/2023,5/30/2023,11,Trade Supply,USD,YUI625,80,5,5,5286.3,3013.191,26431.5
SO - 0007969,5/18/2023,5/30/2023,13,Trade Supply,USD,YUI625,67,11,9,1876.0,1331.96,16884.0
SO - 000814,5/19/2023,5/26/2023,42,Trade Supply,USD,YUI625,20,11,11,2613.0,1463.28,28743.0
SO - 0003352,5/19/2023,5/31/2023,40,Trade Supply,USD,YUI625,88,7,12,1795.6,1256.92,21547.2
SO - 0003598,5/19/2023,5/24/2023,29,Trade Supply,USD,YUI625,98,1,9,1165.8,547.926,10492.2
SO - 0003804,5/19/2023,5/31/2023,48,Trade Supply,USD,YUI625,41,13,5,1078.7,485.415,5393.5
SO - 0004586,5/19/2023,5/31/2023,35,Trade Supply,NZD,YUI625,38,11,8,1072.0,578.88,8576.0
SO - 0004752,5/19/2023,5/26/2023,50,Trade Supply,NZD,YUI625,34,2,6,1152.4,749.06,6914.4
SO - 0005165,5/19/2023,5/29/2023,35,Global Sales,GBP,YUI625,81,4,10,1165.8,909.324,11658.0
SO - 0005287,5/19/2023,5/22/2023,32,Logistics Partner,GBP,YUI625,57,11,10,2244.5,1167.14,22445.0
SO - 0007256,5/19/2023,4/6/2023,32,Logistics Partner,AUD,YUI625,23,5,5,3979.8,2308.284,19899.0
SO - 000332,5/20/2023,1/6/2023,19,Trade Supply,USD,YUI625,9,5,5,207.7,120.466,1038.5
SO - 000571,5/20/2023,7/6/2023,22,Trade Supply,EUR,YUI625,95,11,10,3986.5,2591.225,39865.0
SO - 000662,5/20/2023,5/26/2023,4,Global Sales,EUR,YUI625,22,9,5,3999.9,3359.916,19999.5
SO - 000678,5/20/2023,5/27/2023,18,Trade Supply,USD,YUI625,33,13,11,5567.7,4565.514,61244.7
SO - 0002277,5/20/2023,5/25/2023,44,Logistics Partner,NZD,YUI625,89,3,10,3718.5,2417.025,37185.0
SO - 0004822,5/20/2023,5/30/2023,25,Trade Supply,NZD,YUI625,44,8,11,991.6,813.112,10907.6
SO - 0005407,5/20/2023,5/25/2023,10,Trade Supply,NZD,YUI625,28,1,6,3939.6,2206.176,23637.6
SO - 0005757,5/20/2023,5/24/2023,39,Logistics Partner,NZD,YUI625,72,2,9,971.5,816.06,8743.5
SO - 0001827,5/21/2023,5/28/2023,45,Logistics Partner,USD,YUI625,24,13,7,2358.4,1320.704,16508.8
SO - 0002679,5/21/2023,4/6/2023,46,Logistics Partner,USD,YUI625,11,13,8,924.6,711.942,7396.8
SO - 0002907,5/21/2023,3/6/2023,26,Trade Supply,GBP,YUI625,38,1,7,3832.4,2912.624,26826.8
SO - 0003624,5/21/2023,5/27/2023,38,Trade Supply,GBP,YUI625,34,13,7,3088.7,1420.802,21620.9
SO - 0004833,5/21/2023,5/31/2023,40,Trade Supply,NZD,YUI625,83,1,7,1849.2,1516.344,12944.4
SO - 0005655,5/21/2023,6/6/2023,37,Logistics Partner,GBP,YUI625,18,11,6,1869.3,1028.115,11215.8
SO - 0007967,5/21/2023,5/27/2023,12,Logistics Partner,NZD,YUI625,90,13,11,1882.7,997.831,20709.7
SO - 000914,5/22/2023,1/6/2023,8,Trade Supply,AUD,YUI625,86,11,10,1085.4,672.948,10854.0
SO - 0001114,5/22/2023,5/28/2023,34,Global Sales,NZD,YUI625,26,4,11,221.1,108.339,2432.1
SO - 0003423,5/22/2023,2/6/2023,26,Logistics Partner,NZD,YUI625,17,1,8,2237.8,1566.46,17902.4
SO - 0003830,5/22/2023,5/6/2023,35,Global Sales,EUR,YUI625,33,1,11,187.6,80.668,2063.6
SO - 0004050,5/22/2023,5/6/2023,24,Trade Supply,NZD,YUI625,65,13,9,877.7,649.498,7899.3
SO - 0004151,5/22/2023,1/6/2023,6,Trade Supply,GBP,YUI625,98,7,5,2941.3,1588.302,14706.5
SO - 0004852,5/22/2023,3/6/2023,45,Logistics Partner,NZD,YUI625,5,5,10,1681.7,1378.994,16817.0
SO - 0001422,5/23/2023,8/6/2023,17,Trade Supply,AUD,YUI625,81,11,12,3604.6,1838.346,43255.2
SO - 0003759,5/23/2023,5/6/2023,43,Logistics Partner,GBP,YUI625,5,7,5,1246.2,598.176,6231.0
SO - 0004304,5/23/2023,7/6/2023,43,Global Sales,NZD,YUI625,49,1,6,1011.7,455.265,6070.2
SO - 0005139,5/23/2023,4/6/2023,5,Trade Supply,NZD,YUI625,64,7,12,1132.3,600.119,13587.6
SO - 0005173,5/23/2023,8/6/2023,13,Global Sales,USD,YUI625,100,1,8,1842.5,921.25,14740.0
